NEVO-code,food_group_en,food_name_en,food_group_nl,food_name_nl,remark_nl,synonym_nl,food_group_no,food_name_no,food_group_de,food_name_de,food_group_es,food_name_es,food_group_el,food_name_el,food_group_it,food_name_it,food_group_pl,food_name_pl,food_group_sl,food_name_sl
5412,Bread,Gluten free bread light,Brood,Glutenvrij brood licht,"Gebaseerd op 3 soorten wit brood/bolletjes van Albert Heijn, Schar, en Jumbo.",Glutenvrij witbrood,Brød,Glutenfritt lettbrød,Brot,Glutenfreies Leichtbrot,Pan,Pan ligero sin gluten,Ψωμί,"Ψωμί χωρίς γλουτένη, ελαφρύ",Pane,Pane leggero senza glutine,Chleb,Chleb bezglutenowy lekki,Kruh,Lahki kruh brez glutena
5413,Bread,Gluten free bread multiseeds,Brood,Glutenvrij brood meerzaden,"Gebaseerd op 5 soorten meerzaden/meergranen broden van Albert Heijn, Schar, en Jumbo.",Glutenvrij meerzadenbrood,Brød,Glutenfritt brød med flere frø,Brot,Glutenfreies Mehrkornbrot,Pan,Pan sin gluten con semillas variadas,Ψωμί,Ψωμί χωρίς γλουτένη με διάφορα σπόρους,Pane,Pane senza glutine ai semi misti,Chleb,Chleb bezglutenowy wieloziarnisty,Kruh,Brezglutenski kruh z mešanico semen
5414,Bread,Gluten free bread sourdough,Brood,Glutenvrij brood zuurdesem,Gebaseerd op Schar Landbrot Mehrkorn en Schar Pain Campagnard,Glutenvrij zuurdesembrood,Brød,Glutenfritt surdeigsbrød,Brot,Glutenfreies Sauerteigbrot,Pan,Pan de masa madre sin gluten,Ψωμί,Ψωμί χωρίς γλουτένη με προζύμι,Pane,Pane senza glutine a lievitazione naturale,Chleb,Chleb bezglutenowy na zakwasie,Kruh,Kvasni kruh brez glutena
5415,Herbs and spices,Herbs green fresh av,Kruiden en specerijen,Kruiden tuin- vers gem,,Groene kruiden vers gemiddeld,Urter og krydder,"Grønne, friske urter",Kräuter und Gewürze,"Kräuter, grün, frisch, av",Hierbas y especias,Hierbas verdes frescas av,Βότανα και μπαχαρικά,Φρέσκα πράσινα βότανα,Erbe aromatiche e spezie,Erbe aromatiche fresche verdi av,Zioła i przyprawy,Świeże zielone zioła av,Zelišča in začimbe,"Zelišča, zelena, sveža, av"
5416,Fats and oils,Margarine product 45% fat <17g sat fa unsalted,Vetten en oliën,Margarineproduct 45% vet <17 g verz vetz ongezouten,Gebaseerd op Becel Original en Vita D'or bewust.,,Fett og oljer,"Margarinprodukt 45 % fett <17 g mettet fett, usaltet",Fette und Öle,"Margarine, 45 % Fett, <17 g gesättigte Fettsäuren, ungesalzen",Grasas y aceites,"Margarina con un 45 % de grasa, <17 g de grasas saturadas, sin sal",Λίπη και έλαια,"Προϊόν μαργαρίνης 45% λιπαρά <17 g κορεσμένα λιπαρά, χωρίς αλάτι",Grassi e oli,"Margarina, 45% di grassi, <17 g di grassi saturi, non salata",Tłuszcze i oleje,"Margaryna 45% tłuszczu <17 g tłuszczów nasyconych, niesolona",Maščobe in olja,"Margarina, 45 % maščobe, <17 g nasičenih maščob, nesoljena"
5417,Potatoes and tubers,Gnocchi cooked,Aardappelen en knolgewassen,Gnocchi gekookt,,,Poteter og knoller,Kokte gnocchi,Kartoffeln und Knollen,Gekochte Gnocchi,Patatas y tubérculos,Ñoquis cocidos,Πατάτες και κονδύλοι,Μαγειρεμένα νιόκι,Patate e tuberi,Gnocchi cotti,Ziemniaki i bulwy,Ugotowane gnocchi,Krompir in gomolji,Kuhani njoki
5418,Potatoes and tubers,Gnocchi unprepared,Aardappelen en knolgewassen,Gnocchi onbereid,,,Poteter og knoller,Ubehandlet gnocchi,Kartoffeln und Knollen,"Gnocchi, unverarbeitet",Patatas y tubérculos,Ñoquis sin preparar,Πατάτες και κονδύλοι,Γνόκι αμαγειρεμένα,Patate e tuberi,Gnocchi non preparati,Ziemniaki i bulwy,Gnocchi nieprzygotowane,Krompir in gomolji,Nepredelani njoki
5420,Non-alcoholic beverages,Juice drink w sugar and sweetener 7-9 g CHO,Niet-alcoholische dranken,Limonade vruchten- m suiker en zoetstof 7-9 g KH,"Gebaseerd op sinas van Albert Heijn, Jumbo en Plus.",Frisdrank met suiker en zoetstof 7-9 g KH,Alkoholfrie drikker,Juicedrikk med sukker og søtningsmiddel 7–9 g karbohydrater,Alkoholfreie Getränke,Saftgetränk mit Zucker und Süßungsmittel 7–9 g Kohlenhydrate,Bebidas no alcohólicas,Bebida de zumo con azúcar y edulcorante: 7-9 g de hidratos de carbono,Μη αλκοολούχα ποτά,Ποτό χυμού με ζάχαρη και γλυκαντικό 7-9 g CHO,Bevande analcoliche,Bevanda a base di succo con zucchero e dolcificante 7-9 g di carboidrati,Napoje bezalkoholowe,Napój owocowy z cukrem i substancją słodzącą 7–9 g węglowodanów,Brezalkoholne pijače,Sok z dodatkom sladkorja in sladila 7–9 g ogljikovih hidratov
5421,Fats and oils,Low fat margarine Albert Heijn light,Vetten en oliën,Halvarineproduct Albert Heijn light,,,Fett og oljer,Fettfattig margarin Albert Heijn light,Fette und Öle,Fettarme Margarine „Albert Heijn Light“,Grasas y aceites,Margarina baja en grasa Albert Heijn light,Λίπη και έλαια,Μαργαρίνη χαμηλών λιπαρών Albert Heijn light,Grassi e oli,Margarina a basso contenuto di grassi Albert Heijn light,Tłuszcze i oleje,Margaryna o niskiej zawartości tłuszczu Albert Heijn light,Maščobe in olja,Margarina z nizko vsebnostjo maščob Albert Heijn light
5422,Fats and oils,Low fat margarine Albert Heijn Goed Begin,Vetten en oliën,Halvarineproduct Albert Heijn Goed Begin,,,Fett og oljer,Fettfattig margarin Albert Heijn Goed Begin,Fette und Öle,Fettarme Margarine von Albert Heijn „Goed Begin“,Grasas y aceites,Margarina baja en grasa Albert Heijn Goed Begin,Λίπη και έλαια,Μαργαρίνη χαμηλών λιπαρών Albert Heijn Goed Begin,Grassi e oli,Margarina a basso contenuto di grassi Albert Heijn Goed Begin,Tłuszcze i oleje,Margaryna o niskiej zawartości tłuszczu Albert Heijn Goed Begin,Maščobe in olja,Margarina z nizko vsebnostjo maščob Albert Heijn Goed Begin
5423,Fats and oils,Low fat margarine Jumbo Goed Begin,Vetten en oliën,Halvarineproduct Jumbo Goed Begin,,,Fett og oljer,Fettfattig margarin Jumbo Goed Begin,Fette und Öle,Fettarme Margarine „Jumbo Goed Begin“,Grasas y aceites,Margarina baja en grasa Jumbo Goed Begin,Λίπη και έλαια,Μαργαρίνη χαμηλών λιπαρών Jumbo Goed Begin,Grassi e oli,Margarina a basso contenuto di grassi Jumbo Goed Begin,Tłuszcze i oleje,Margaryna o niskiej zawartości tłuszczu Jumbo Goed Begin,Maščobe in olja,Margarina z nizko vsebnostjo maščob Jumbo Goed Begin
5424,Fats and oils,Low fat margarine Jumbo,Vetten en oliën,Halvarine Jumbo,,,Fett og oljer,Fettfattig margarin Jumbo,Fette und Öle,Fettarme Margarine Jumbo,Grasas y aceites,Margarina baja en grasa Jumbo,Λίπη και έλαια,Μαργαρίνη χαμηλών λιπαρών Jumbo,Grassi e oli,Margarina a basso contenuto di grassi Jumbo,Tłuszcze i oleje,Margaryna o niskiej zawartości tłuszczu Jumbo,Maščobe in olja,Margarina z nizko vsebnostjo maščob Jumbo
5425,Savoury sauces,Gravy Smeltjus prepared,Hartige sauzen,Smeltjus bereid,,,Salte sauser,Smeltjus tilberedt,Herzhafte Soßen,Zubereiteter Smeltjus (Soße),Salsas saladas,Salsa Smeltjus preparada,Αλμυρές σάλτσες,Σάλτσα Smeltjus έτοιμη,Salse salate,Salsa Smeltjus preparata,Sosy pikantne,Sos Smeltjus – gotowy,Slanih omak,Pripravljena omaka Smeltjus
5427,Meat substitutes and dairy substitutes,Drink oat wo sugar fortified w calcium and vitamins,Vleesvervangers en zuivelvervangers,Drink haver- z suiker verrijkt m calcium en vitamines,"Gebaseerd op AH haverdrink ongezoet, Alpro oat no sugar, Jumbo naturel haverdrink en Oatly calcium.",Haverdrink m calcium en vitamines,Kjøtt- og meieriprodukterstatninger,"Havregrøt uten sukker, beriket med kalsium og vitaminer",Fleischersatzprodukte und Milchersatzprodukte,"Hafergetränk ohne Zucker, angereichert mit Kalzium und Vitaminen",Sustitutos de la carne y sustitutos de los lácteos,"Bebida de avena sin azúcar, enriquecida con calcio y vitaminas",Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,"Ποτό βρώμης χωρίς ζάχαρη, εμπλουτισμένο με ασβέστιο και βιταμίνες",Sostituti della carne e sostituti dei latticini,"Bevanda all’avena senza zucchero, arricchita con calcio e vitamine",Substytuty mięsa i substytuty produktów mlecznych,"Napój owsiany bez cukru, wzbogacony wapniem i witaminami",Nadomestki mesa in mlečnih izdelkov,"Pijača iz ovsenih kosmičev brez sladkorja, obogatena s kalcijem in vitamini"
5428,Legumes,Beans brown canned/glass no salt added,Peulvruchten,Bonen bruine blik/glas geen zout toegevoegd,Gebaseerd op HAK.,Bruine bonen blik/glas zonder toegevoegd zout,Belgfrukter,"Brune bønner på boks/i glass, uten tilsatt salt",Hülsenfrüchte,"Braune Bohnen, aus der Dose/im Glas, ohne Salzzusatz",Legumbres,Alubias marrones en conserva/en tarro sin sal añadida,Όσπρια,Φασόλια καφέ κονσερβοποιημένα/σε γυάλινο βάζο χωρίς προσθήκη αλατιού,Legumi,Fagioli marroni in scatola/vasetto senza sale aggiunto,Rośliny strączkowe,Fasola brązowa w puszce/szklanym słoiku bez dodatku soli,Stročnice,Rjavi fižol v konzervi/steklenici brez dodane soli
5429,Legumes,Lentils canned/glass no salt added,Peulvruchten,Linzen blik/glas geen zout toegevoegd,Gebaseerd op AH en Bio+.,Linzen blik/glas zonder toegevoegd zout,Belgfrukter,Linser på boks/i glass uten tilsatt salt,Hülsenfrüchte,"Linsen, aus der Dose/im Glas, ohne Salzzusatz",Legumbres,Lentejas en conserva/en tarro sin sal añadida,Όσπρια,Φακές κονσερβοποιημένες/σε γυάλινο βάζο χωρίς προσθήκη αλατιού,Legumi,Lenticchie in scatola/vasetto senza sale aggiunto,Rośliny strączkowe,Soczewica w puszce/szklanym słoiku bez dodatku soli,Stročnice,Leča v konzervi/steklenici brez dodane soli
5430,Legumes,Peas chick canned/glass no salt added,Peulvruchten,Erwten kikker- blik/glas geen zout toegevoegd,Gebaseerd op AH en Bio+.,Kikkererwten blik/glas zonder toegevoegd zout,Belgfrukter,"Erter, kikerter, hermetisert/i glass, uten tilsatt salt",Hülsenfrüchte,"Erbsen, Kichererbsen, aus der Dose/im Glas, ohne Salzzusatz",Legumbres,"Guisantes en lata o frasco, sin sal añadida",Όσπρια,Μπιζέλια κονσέρβα/γυάλινο βάζο χωρίς προσθήκη αλατιού,Legumi,"Piselli in scatola/vasetto, senza sale aggiunto",Rośliny strączkowe,"Groch w puszce/szklance, bez dodatku soli",Stročnice,"Grah, piščančji, v konzervi/steklenici, brez dodane soli"
5431,Legumes,Beans kidney red canned/glass no salt added,Peulvruchten,Bonen kidney- rode blik/glas geen zout toegevoegd,Gebaseerd op AH en Bio+.,Kidneybonen rode blik/glas zonder toegevoegd zout,Belgfrukter,"Røde nyrebønner, hermetisert/i glass, uten tilsatt salt",Hülsenfrüchte,"Rote Kidneybohnen, aus der Dose/im Glas, ohne Salzzusatz",Legumbres,"Alubias rojas en lata o frasco, sin sal añadida",Όσπρια,Φασόλια κόκκινα σε κονσέρβα/γυάλινο βάζο χωρίς προσθήκη αλατιού,Legumi,"Fagioli rossi in scatola/vasetto, senza sale aggiunto",Rośliny strączkowe,"Fasola czerwona w puszce/szklanym słoiku, bez dodatku soli",Stročnice,Rdeči fižol v konzervi/steklenici brez dodane soli
5432,Mixed dishes,Pizza w mozzarella Margherita,Samengestelde gerechten,Pizza m mozzarella Margherita,"Gebaseerd op diepvries en vers (Bio+, Dr. Oetker, Jumbo en Plus)",Pizza Margherita/Pizza caprese/Pizza mozzarella,Blandede retter,Pizza med mozzarella Margherita,Mischgerichte,Pizza Margherita mit Mozzarella,Platos combinados,Pizza Margherita con mozzarella,Μικτά πιάτα,Πίτσα Μαργαρίτα με μοτσαρέλα,Piatti misti,Pizza Margherita con mozzarella,Dania złożone,Pizza Margherita z mozzarellą,Mešane jedi,Pizza Margherita z mozzarello
5437,Mixed dishes,Pizza quattro formaggi,Samengestelde gerechten,Pizza quattro formaggi,"Gebaseerd op diepvries en vers (Chef Select, Dr.Oetker, huismerken Superunie, Jumbo)",Pizza 4 kazen,Blandede retter,Pizza quattro formaggi,Mischgerichte,Pizza Quattro Formaggi,Platos combinados,Pizza quattro formaggi,Μικτά πιάτα,Πίτσα με τέσσερα τυριά,Piatti misti,Pizza ai quattro formaggi,Dania złożone,Pizza quattro formaggi,Mešane jedi,Pizza quattro formaggi
5440,Legumes,Pulses average boiled,Peulvruchten,Peulvruchten gem gekookt,,,Belgfrukter,"Bælgfrukter, gjennomsnittlig kokt",Hülsenfrüchte,"Hülsenfrüchte, durchschnittlich gekocht",Legumbres,Legumbres hervidas (promedio),Όσπρια,"Όσπρια, μέσος όρος βρασμένα",Legumi,Legumi medi bolliti,Rośliny strączkowe,Rośliny strączkowe – średnia po ugotowaniu,Stročnice,"Stročnice, povprečno kuhane"
5445,Foods for special nutritional use,Infant formula Nestle Little steps 1 p 100ml,Flesvoeding en preparaten,Zuigelingenvoeding Nestle Little steps 1 p 100ml,,Zuigelingenmelk Nestle Little steps 1 p 100 ml,Matvarer til spesielle ernæringsformål,"Modermelk Nestlé Little Steps 1, 100 ml",Lebensmittel für besondere Ernährungszwecke,"Säuglingsnahrung Nestlé Little Steps 1, 100 ml",Alimentos para usos nutricionales especiales,"Leche de fórmula para lactantes Nestlé Little Steps 1, 100 ml",Τρόφιμα για ειδικές διατροφικές χρήσεις,"Βρεφικό γάλα Nestle Little Steps 1, 100 ml",Alimenti destinati a un'alimentazione speciale,"Latte in polvere per neonati Nestlé Little Steps 1, 100 ml",Żywność przeznaczona do specjalnych celów żywieniowych,"Mleko modyfikowane dla niemowląt Nestle Little Steps 1, 100 ml",Živila za posebne prehranske namene,Dojenčkova formula Nestle Little steps 1 p 100 ml
5446,Foods for special nutritional use,Toddler formula Nestle Little steps 2 p 100ml,Flesvoeding en preparaten,Opvolgmelk Nestle Little steps 2 p 100ml,,,Matvarer til spesielle ernæringsformål,"Småbarnsformel Nestlé Little Steps 2, 100 ml",Lebensmittel für besondere Ernährungszwecke,"Kleinkindnahrung Nestlé Little Steps 2, 100 ml",Alimentos para usos nutricionales especiales,"Fórmula infantil Nestlé Little Steps 2, 100 ml",Τρόφιμα για ειδικές διατροφικές χρήσεις,"Γάλα για νήπια Nestle Little steps 2, 100 ml",Alimenti destinati a un'alimentazione speciale,"Latte in polvere per bambini Nestlé Little Steps 2, 100 ml",Żywność przeznaczona do specjalnych celów żywieniowych,"Mleko modyfikowane dla małych dzieci Nestle Little Steps 2, 100 ml",Živila za posebne prehranske namene,Formula za malčke Nestle Little steps 2 p 100 ml
5447,Foods for special nutritional use,Toddler formula Nestle Little steps 3 p 100ml,Flesvoeding en preparaten,Dreumesmelk Nestle Little steps 3 p 100ml,,,Matvarer til spesielle ernæringsformål,Småbarnsformel Nestlé Little Steps 3 p 100 ml,Lebensmittel für besondere Ernährungszwecke,Kleinkindnahrung Nestlé Little Steps 3 p 100 ml,Alimentos para usos nutricionales especiales,"Fórmula infantil Nestlé Little Steps 3, 100 ml",Τρόφιμα για ειδικές διατροφικές χρήσεις,Γάλα για νήπια Nestle Little steps 3 p 100ml,Alimenti destinati a un'alimentazione speciale,"Latte in polvere per bambini Nestlé Little Steps 3, 100 ml",Żywność przeznaczona do specjalnych celów żywieniowych,"Mleko modyfikowane dla małych dzieci Nestle Little Steps 3, 100 ml",Živila za posebne prehranske namene,Formula za malčke Nestle Little steps 3 p 100 ml
5448,Vegetables,Vegetables mixed carrot-onion raw,Groente,Groente hutspot- rauw,,Hutspotgroente rauw,Grønnsaker,"Blandet grønnsaker med gulrot og løk, rå",Gemüse,Gemüsemischung aus rohen Möhren und Zwiebeln,Verduras,Mezcla de verduras: zanahoria y cebolla crudas,Λαχανικά,Μείγμα λαχανικών με καρότο και κρεμμύδι ωμό,Verdure,Verdure miste: carote e cipolle crude,Warzywa,"Mieszanka warzyw: marchew i cebula, surowe",Zelenjava,Mešana surova zelenjava: korenje in čebula
5449,Vegetables,Vegetables mixed carrot-onion boiled,Groente,Groente hutspot- gekookt,,Hutspotgroente gekookt,Grønnsaker,Blandet kokt gulrot og løk,Gemüse,"Gemüsemischung aus Möhren und Zwiebeln, gekocht",Verduras,Mezcla de verduras (zanahoria y cebolla) hervidas,Λαχανικά,"Μείγμα λαχανικών με καρότα και κρεμμύδια, βρασμένα",Verdure,Verdure miste (carote e cipolle) bollite,Warzywa,"Mieszanka warzyw: marchew i cebula, gotowana",Zelenjava,Mešana zelenjava: kuhana korenina in čebula
5450,Vegetables,Vegetables for stir-frying Mexican raw,Groente,Groente roerbakmix Mexicaanse rauw,,Mexicaanse roerbakgroente rauw,Grønnsaker,"Grønnsaker til steking i wok, meksikanske, rå",Gemüse,"Gemüse zum Braten, mexikanisch, roh",Verduras,"Verduras para saltear al estilo mexicano, crudas",Λαχανικά,"Λαχανικά για τηγάνισμα με μεξικάνικο τρόπο, ωμά",Verdure,"Verdure da saltare in padella, messicane, crude",Warzywa,"Warzywa do smażenia w stylu meksykańskim, surowe",Zelenjava,"Zelenjava za praženje po mehiško, surova"
5451,Vegetables,Vegetables for stir-frying Mexican boiled,Groente,Groente roerbakmix Mexicaanse gekookt,,Mexicaanse roerbakgroente gekookt,Grønnsaker,"Grønnsaker til steking, meksikansk kokt",Gemüse,"Gemüse zum Braten, mexikanisch gekocht",Verduras,"Verduras para saltear al estilo mexicano, hervidas",Λαχανικά,Λαχανικά για τηγάνισμα μεξικάνικα βρασμένα,Verdure,"Verdure per saltare in padella, messicane, bollite",Warzywa,"Warzywa do smażenia na patelni, meksykańskie, gotowane",Zelenjava,"Zelenjava za praženje na hitro, mehiško kuhana"
5456,Mixed dishes,Taco w minced meat and beans,Samengestelde gerechten,Taco m gehakt en bonen,,,Blandede retter,Taco med kjøttdeig og bønner,Mischgerichte,Taco mit Hackfleisch und Bohnen,Platos combinados,Taco con carne picada y alubias,Μικτά πιάτα,Τάκο με κιμά και φασόλια,Piatti misti,Taco con carne macinata e fagioli,Dania złożone,Taco z mielonym mięsem i fasolą,Mešane jedi,Taco z mletim mesom in fižolom
5457,Mixed dishes,Burrito w minced meat,Samengestelde gerechten,Burrito m gehakt,,Enchilada m gehakt,Blandede retter,Burrito med kjøttdeig,Mischgerichte,Burrito mit Hackfleisch,Platos combinados,Burrito con carne picada,Μικτά πιάτα,Μπουρίτο με κιμά,Piatti misti,Burrito con carne macinata,Dania złożone,Burrito z mielonym mięsem,Mešane jedi,Burrito z mletim mesom
5458,Mixed dishes,Lasagna w vegetables ready-to-eat,Samengestelde gerechten,Lasagne groenten- koelverse maaltijd,,,Blandede retter,"Lasagne med grønnsaker, spiseklar",Mischgerichte,"Lasagne mit Gemüse, verzehrfertig",Platos combinados,Lasaña con verduras lista para consumir,Μικτά πιάτα,Λαζάνια με λαχανικά έτοιμα για κατανάλωση,Piatti misti,Lasagne alle verdure pronte da consumare,Dania złożone,"Lasagne z warzywami, gotowa do spożycia",Mešane jedi,"Lazanja z zelenjavo, pripravljena za uživanje"
5459,Vegetables,Onion red raw,Groente,Ui rode rauw,,,Grønnsaker,"Rødløk, rå",Gemüse,"Rote Zwiebel, roh",Verduras,Cebolla roja cruda,Λαχανικά,Κόκκινο κρεμμύδι ωμό,Verdure,Cipolla rossa cruda,Warzywa,Czerwona cebula surowa,Zelenjava,"Rdeča čebula, surova"
5460,Mixed dishes,Cheeseburger ready-to-eat,Samengestelde gerechten,Broodje cheeseburger kant-en-klaar,,,Blandede retter,"Cheeseburger, spiseklar",Mischgerichte,"Cheeseburger, verzehrfertig",Platos combinados,Hamburguesa con queso lista para consumir,Μικτά πιάτα,Τσίζμπεργκερ έτοιμο προς κατανάλωση,Piatti misti,Cheeseburger pronto da mangiare,Dania złożone,Cheeseburger gotowy do spożycia,Mešane jedi,"Cheeseburger, pripravljen za uživanje"
5461,Vegetables,Onion red boiled,Groente,Ui rode gekookt,,,Grønnsaker,"Rødløk, kokt",Gemüse,"Rote Zwiebel, gekocht",Verduras,Cebolla roja hervida,Λαχανικά,Κόκκινο κρεμμύδι βρασμένο,Verdure,Cipolla rossa bollita,Warzywa,Czerwona cebula gotowana,Zelenjava,"Rdeča čebula, kuhana"
5462,Bread,Corn cakes puffed plain w salt,Brood,Wafel mais- naturel m zout,"Gebaseerd op Albert Heijn, Jumbo, Continental bakeries en Zonnatura",Maiswafel m zout,Brød,"Puffede maiskaker uten tilsetninger, med salt",Brot,"Maisfladen, gepufft, natur, mit Salz",Pan,"Tortitas de maíz infladas, sin aditivos, con sal",Ψωμί,"Φουσκωμένα κέικ καλαμποκιού, απλά, με αλάτι",Pane,"Frittelle di mais soffiate, semplici, con sale",Chleb,"Placki kukurydziane dmuchane, naturalne, z solą",Kruh,"Puhaste koruzne palačinke brez dodatkov, s soljo"
5463,Meat substitutes and dairy substitutes,Drink oat wo sugar,Vleesvervangers en zuivelvervangers,Drink haver- z suiker,"Gebaseerd op Bio+ Biologische haverdrink, Isola Bio Oat 0% sugars, Oatly Haver bio, Provamel Organic-bio Oat no sugars en Rude Health Oat drink organic",Haverdrink z suiker,Kjøtt- og meieriprodukterstatninger,Drikk havregryn uten sukker,Fleischersatzprodukte und Milchersatzprodukte,Haferflocken ohne Zucker,Sustitutos de la carne y sustitutos de los lácteos,Bebida de avena sin azúcar,Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,Πιείτε γάλα βρώμης χωρίς ζάχαρη,Sostituti della carne e sostituti dei latticini,Bevi avena senza zucchero,Substytuty mięsa i substytuty produktów mlecznych,Napój owsiany bez cukru,Nadomestki mesa in mlečnih izdelkov,Pijte ovseno kašo brez sladkorja
5464,Meat substitutes and dairy substitutes,Drink almond unsweetened,Vleesvervangers en zuivelvervangers,Drink amandel- z suiker,"Gebaseerd op Alpro bio, Provamel, Bio+ en Zonnatura",Amandeldrink z suiker,Kjøtt- og meieriprodukterstatninger,Drikk usøtet mandelmelk,Fleischersatzprodukte und Milchersatzprodukte,Ungesüßtes Mandelgetränk,Sustitutos de la carne y sustitutos de los lácteos,Bebida de almendra sin azúcar,Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,Πιείτε αμυγδαλόγαλα χωρίς ζάχαρη,Sostituti della carne e sostituti dei latticini,Bevi latte di mandorla non zuccherato,Substytuty mięsa i substytuty produktów mlecznych,Pij niesłodzone mleko migdałowe,Nadomestki mesa in mlečnih izdelkov,Pijte nesladkan mandljev napitek
5465,Meat substitutes and dairy substitutes,Plant-based alternative to Gouda cheese based on coconut oil,Vleesvervangers en zuivelvervangers,Plantaardig alternatief voor Goudse kaas obv kokosolie,"Gebaseerd op Albert Heijn, Jumbo, Vairy, Vemondo en Wilmersburger.",Veganistische kaas,Kjøtt- og meieriprodukterstatninger,Plantebasert alternativ til Gouda-ost basert på kokosolje,Fleischersatzprodukte und Milchersatzprodukte,Pflanzliche Alternative zu Gouda-Käse auf Kokosölbasis,Sustitutos de la carne y sustitutos de los lácteos,Alternativa vegetal al queso Gouda a base de aceite de coco,Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,Φυτική εναλλακτική λύση για το τυρί Γκούντα με βάση το λάδι καρύδας,Sostituti della carne e sostituti dei latticini,Alternativa vegetale al formaggio Gouda a base di olio di cocco,Substytuty mięsa i substytuty produktów mlecznych,Roślinna alternatywa dla sera Gouda na bazie oleju kokosowego,Nadomestki mesa in mlečnih izdelkov,Rastlinska alternativa siru Gouda na osnovi kokosovega olja
5466,Meat substitutes and dairy substitutes,Plant-based alternative to Gouda cheese based on coconut oil fortified w Ca and Vit B12,Vleesvervangers en zuivelvervangers,Plantaardig alternatief voor Goudse kaas obv kokosolie verrijkt m Ca en Vit B12,"Gebaseerd op Violife Gouda flavour slices, Nurishh plakken original, Bedda plakken classic",Veganistische kaas verrijkt m Ca en vit B12,Kjøtt- og meieriprodukterstatninger,Plantebasert alternativ til Gouda-ost basert på kokosnøttolje tilsatt kalsium og vitamin B12,Fleischersatzprodukte und Milchersatzprodukte,"Pflanzliche Alternative zu Gouda-Käse auf Basis von Kokosöl, angereichert mit Kalzium und Vitamin B12",Sustitutos de la carne y sustitutos de los lácteos,Alternativa vegetal al queso Gouda a base de aceite de coco enriquecido con calcio y vitamina B12,Υποκατάστατα κρέατος και υποκατάστατα γαλακτοκομικών προϊόντων,"Φυτική εναλλακτική λύση για το τυρί Γκούντα με βάση το λάδι καρύδας, εμπλουτισμένη με ασβέστιο και βιταμίνη Β12",Sostituti della carne e sostituti dei latticini,Alternativa vegetale al formaggio Gouda a base di olio di cocco arricchito con calcio e vitamina B12,Substytuty mięsa i substytuty produktów mlecznych,Roślinna alternatywa dla sera Gouda na bazie oleju kokosowego wzbogacona wapniem i witaminą B12,Nadomestki mesa in mlečnih izdelkov,"Rastlinska alternativa siru Gouda na osnovi kokosovega olja, obogatena s kalcijem in vitaminom B12"
5467,Savoury bread spreads,Hummus w vegetables,Hartig broodbeleg,Hummus m groente,"Gebaseerd op Albert Heijn pompoen, Jumbo tomaat, Maza rode biet, Maza pompoen, Maza zongedroogde tomaat",Hoemoes m groente/Kikkererwtenspread m groente,Salte brødpålegg,Hummus med grønnsaker,Herzhafte Brotaufstriche,Hummus mit Gemüse,Pastas para untar saladas,Hummus con verduras,Αλμυρά αλείμματα για ψωμί,Χούμους με λαχανικά,Creme spalmabili salate per il pane,Hummus con verdure,Pikantne pasty do smarowania pieczywa,Hummus z warzywami,Slani namazi za kruh,Hummus z zelenjavo
5468,Bread,Breadsticks wholemeal,Brood,Soepstengel volkoren,"Gebaseerd op AH, Jumbo en G'woon",,Brød,Fullkornsbrødpinner,Brot,Vollkorn-Brotstangen,Pan,Palitos de pan integrales,Ψωμί,Κριτσίνια ολικής άλεσης,Pane,Grissini integrali,Chleb,Paluszki pełnoziarniste,Kruh,Polnozrnate kruhove palčke
5469,Savoury sauces,Peanut sauce concentrate,Hartige sauzen,Saus sate- geconcentreerd,Gebaseerd op Remia en Wijko,Pindasaus geconcentreerd/Satesaus geconcentreerd,Salte sauser,Konsentrert peanøttsaus,Herzhafte Soßen,Erdnusssoßenkonzentrat,Salsas saladas,Concentrado de salsa de cacahuete,Αλμυρές σάλτσες,Συμπύκνωμα σάλτσας φιστικιού,Salse salate,Concentrato di salsa di arachidi,Sosy pikantne,Koncentrat sosu orzechowego,Slanih omak,Koncentrat arašidove omake
5470,Savoury sauces,Soy sauce,Hartige sauzen,Saus soja-,"Gebaseerd op AH, Conimex, Inproba en Kikkoman",Sojasaus,Salte sauser,Sojasaus,Herzhafte Soßen,Sojasauce,Salsas saladas,Salsa de soja,Αλμυρές σάλτσες,Σάλτσα σόγιας,Salse salate,Salsa di soia,Sosy pikantne,Sos sojowy,Slanih omak,Sojina omaka
5471,Savoury sauces,Wok sauce teriyaki,Hartige sauzen,Saus wok- teriyaki,"Gebaseerd op Conimex, Jumbo en Sum&Sam",Woksaus teriyaki,Salte sauser,Teriyaki-woksaus,Herzhafte Soßen,Teriyaki-Wok-Soße,Salsas saladas,Salsa teriyaki para wok,Αλμυρές σάλτσες,Σάλτσα τεριγιάκι για γουόκ,Salse salate,Salsa teriyaki per wok,Sosy pikantne,Sos teriyaki do woka,Slanih omak,Omaka teriyaki za wok
